salary_id,employee_id,effective_date,end_date,currency,base_salary,bonus_pct,reason
3613,2191,2025-07-12,,USD,464816,0.1864,PROMOTION
3614,2192,2022-09-07,2023-10-02,USD,888833,0.1677,PROMOTION
3615,2192,2023-10-03,,USD,722409,0.0738,PROMOTION
3616,2193,2025-02-06,,INR,1247212,0.1965,HIRE
3617,2194,2024-05-06,2024-12-24,USD,1189059,0.1316,PROMOTION
3618,2194,2024-12-25,2025-01-11,USD,1065842,0.151,HIRE
3619,2194,2025-01-12,,USD,1055047,0.129,MERIT
3620,2195,2021-09-26,2023-02-13,INR,861567,0.0041,ADJUSTMENT
3621,2195,2023-02-14,,USD,680399,0.1983,HIRE
3622,2196,2025-03-16,,USD,759135,0.1807,ADJUSTMENT
3623,2197,2022-05-20,,INR,4420163,0.1446,PROMOTION
3624,2198,2023-01-17,2023-05-09,USD,4835861,0.1339,HIRE
3625,2198,2023-05-10,2024-05-04,USD,5955878,0.1661,MERIT
3626,2198,2024-05-05,,USD,5909401,0.1167,ADJUSTMENT
3627,2199,2021-06-09,2021-12-10,USD,1209857,0.1935,MERIT
3628,2199,2021-12-11,2024-05-21,USD,1136849,0.0257,MERIT
3629,2199,2024-05-22,,INR,1057931,0.1547,ADJUSTMENT
3630,2200,2024-05-17,,USD,3971662,0.1094,PROMOTION
3631,2201,2023-10-17,,INR,598537,0.0071,PROMOTION
3632,2202,2023-03-16,,USD,1450793,0.0522,PROMOTION
3633,2203,2021-06-21,,USD,1155506,0.0076,HIRE
3634,2204,2015-09-27,,INR,1534464,0.1951,ADJUSTMENT
3635,2205,2016-03-04,2022-10-23,USD,1257229,0.0957,MERIT
3636,2205,2022-10-24,2024-03-07,INR,1231498,0.1644,PROMOTION
3637,2205,2024-03-08,,INR,1199094,0.0208,PROMOTION
3638,2206,2022-02-08,2023-08-30,INR,3406403,0.1883,MERIT
3639,2206,2023-08-31,,INR,4113468,0.0804,HIRE
3640,2207,2022-08-17,,USD,2343914,0.1246,MERIT
3641,2208,2025-07-04,,INR,4840113,0.0298,PROMOTION
3642,2209,2016-09-25,2023-03-17,INR,2903665,0.0541,PROMOTION
3643,2209,2023-03-18,,USD,2895350,0.0968,ADJUSTMENT
3644,2210,2020-06-04,2022-10-29,INR,3373939,0.1873,MERIT
3645,2210,2022-10-30,,USD,3924866,0.096,ADJUSTMENT
3646,2211,2020-09-26,,USD,2433713,0.129,HIRE
3647,2212,2017-02-20,2019-03-11,USD,611905,0.1044,MERIT
3648,2212,2019-03-12,,USD,678674,0.1819,MERIT
3649,2213,2020-01-21,2022-07-28,USD,2998317,0.0484,HIRE
3650,2213,2022-07-29,2025-03-07,INR,3159319,0.1506,ADJUSTMENT
3651,2213,2025-03-08,,USD,3032973,0.1526,PROMOTION
3652,2214,2018-02-27,2019-07-16,INR,1809297,0.1891,PROMOTION
3653,2214,2019-07-17,2023-06-24,INR,1468770,0.0606,PROMOTION
3654,2214,2023-06-25,,INR,1780245,0.1519,MERIT
3655,2215,2022-04-10,2024-03-29,INR,764597,0.0602,HIRE
3656,2215,2024-03-30,,INR,865908,0.0389,PROMOTION
3657,2216,2023-05-02,,USD,5974914,0.1448,MERIT
3658,2217,2022-11-14,2023-08-04,USD,844840,0.0032,ADJUSTMENT
3659,2217,2023-08-05,,USD,854965,0.0004,MERIT
3660,2218,2021-05-23,2023-02-20,USD,2047147,0.1236,ADJUSTMENT
3661,2218,2023-02-21,2025-07-09,USD,2041821,0.0891,HIRE
3662,2218,2025-07-10,,INR,1711322,0.1613,HIRE
3663,2219,2025-05-29,2025-06-26,INR,667187,0.0324,MERIT
3664,2219,2025-06-27,,INR,706443,0.061,MERIT
3665,2220,2024-04-10,2024-07-09,INR,2054692,0.1403,PROMOTION
3666,2220,2024-07-10,,USD,1430094,0.0275,ADJUSTMENT
3667,2221,2022-02-18,2022-09-29,INR,6621580,0.0441,MERIT
3668,2221,2022-09-30,,USD,5285639,0.1816,MERIT
3669,2222,2020-09-19,,USD,3386041,0.138,PROMOTION
3670,2223,2023-07-25,,INR,3976470,0.1177,HIRE
3671,2224,2018-12-23,2025-08-12,INR,3205296,0.1904,PROMOTION
3672,2224,2025-08-13,,INR,4163859,0.0139,HIRE
3673,2225,2021-08-09,2024-06-13,USD,5000162,0.1719,PROMOTION
3674,2225,2024-06-14,2025-06-17,INR,6434296,0.1287,MERIT
3675,2225,2025-06-18,,INR,4654918,0.1234,MERIT
3676,2226,2020-10-08,2021-05-10,INR,6126273,0.1279,PROMOTION
3677,2226,2021-05-11,,INR,6261019,0.0638,MERIT
3678,2227,2022-06-09,2023-09-17,INR,1442260,0.1625,PROMOTION
3679,2227,2023-09-18,,USD,1497728,0.1252,ADJUSTMENT
3680,2228,2024-06-12,2025-04-25,INR,1352547,0.1352,PROMOTION
3681,2228,2025-04-26,,USD,1254382,0.1304,PROMOTION
3682,2229,2020-11-25,2023-11-25,USD,1000575,0.1056,ADJUSTMENT
3683,2229,2023-11-26,,INR,951659,0.1421,ADJUSTMENT
3684,2230,2016-05-05,2018-09-12,INR,5300555,0.0892,PROMOTION
3685,2230,2018-09-13,,INR,6348567,0.1236,PROMOTION
3686,2231,2024-05-01,,INR,6600866,0.0181,MERIT
3687,2232,2022-05-26,,INR,3022190,0.0751,HIRE
3688,2233,2022-12-11,,INR,6604727,0.0314,ADJUSTMENT
3689,2234,2022-07-24,2023-02-05,INR,2756889,0.0856,MERIT
3690,2234,2023-02-06,2023-12-04,INR,2786129,0.0458,ADJUSTMENT
3691,2234,2023-12-05,,USD,3045038,0.0234,MERIT
3692,2235,2024-01-19,,USD,2183630,0.002,MERIT
3693,2236,2020-12-08,,USD,5544303,0.133,ADJUSTMENT
3694,2237,2024-09-05,,USD,1784269,0.1247,ADJUSTMENT
3695,2238,2020-04-27,,USD,846393,0.0543,MERIT
3696,2239,2022-01-13,,USD,2041031,0.1442,ADJUSTMENT
3697,2240,2018-12-11,2020-11-24,USD,1959022,0.1372,MERIT
3698,2240,2020-11-25,,INR,1962038,0.0152,MERIT
3699,2241,2025-03-16,,INR,697318,0.1316,PROMOTION
3700,2242,2023-11-17,2025-07-02,USD,3010431,0.0026,PROMOTION
3701,2242,2025-07-03,,INR,2820904,0.1637,MERIT
3702,2243,2025-03-25,,INR,517007,0.1818,MERIT
3703,2244,2022-03-28,,USD,3211323,0.156,PROMOTION
3704,2245,2025-01-18,2025-06-24,INR,759236,0.053,HIRE
3705,2245,2025-06-25,,USD,642017,0.0485,MERIT
3706,2246,2025-01-31,,USD,1621034,0.1877,HIRE
3707,2247,2023-03-13,,INR,1568590,0.0304,ADJUSTMENT
3708,2248,2020-10-15,2021-01-05,INR,1181350,0.1974,ADJUSTMENT
3709,2248,2021-01-06,2024-03-28,USD,1150254,0.0076,PROMOTION
3710,2248,2024-03-29,,INR,1352987,0.1024,PROMOTION
3711,2249,2020-07-22,2024-08-03,USD,5508815,0.0472,HIRE
3712,2249,2024-08-04,,INR,5307392,0.1953,HIRE
3713,2250,2021-11-19,2025-03-07,INR,6463921,0.0592,ADJUSTMENT
3714,2250,2025-03-08,,INR,6591511,0.0046,ADJUSTMENT
3715,2251,2025-08-15,,INR,3911807,0.1073,MERIT
3716,2252,2019-06-21,2020-07-03,INR,705404,0.1338,PROMOTION
3717,2252,2020-07-04,2021-05-02,INR,771014,0.1887,PROMOTION
3718,2252,2021-05-03,,INR,899201,0.1636,MERIT
3719,2253,2025-02-07,2025-07-18,INR,895573,0.0394,PROMOTION
3720,2253,2025-07-19,,INR,717969,0.1502,PROMOTION
3721,2254,2021-10-25,2022-01-10,INR,648191,0.1804,ADJUSTMENT
3722,2254,2022-01-11,2024-05-11,INR,799178,0.0352,HIRE
3723,2254,2024-05-12,,USD,713299,0.1508,PROMOTION
3724,2255,2022-07-02,2023-02-22,USD,2715172,0.0341,PROMOTION
3725,2255,2023-02-23,2023-09-10,USD,2310146,0.096,HIRE
3726,2255,2023-09-11,,INR,2303154,0.1431,ADJUSTMENT
3727,2256,2020-09-21,,USD,2212002,0.1398,PROMOTION
3728,2257,2022-04-08,,USD,1255379,0.0208,PROMOTION
3729,2258,2023-12-24,2024-05-30,INR,1249175,0.1076,HIRE
3730,2258,2024-05-31,,USD,1057523,0.1216,HIRE
3731,2259,2025-07-02,,INR,346626,0.071,HIRE
3732,2260,2023-08-21,,INR,790774,0.195,HIRE
3733,2261,2022-09-04,2023-12-28,USD,2927230,0.1466,HIRE
3734,2261,2023-12-29,,USD,2505048,0.0635,HIRE
3735,2262,2023-10-03,2025-07-13,INR,1906324,0.0794,MERIT
3736,2262,2025-07-14,,USD,1685221,0.1158,MERIT
3737,2263,2022-11-20,,USD,3664414,0.0833,MERIT
3738,2264,2025-04-30,,INR,6225710,0.1687,PROMOTION
3739,2265,2024-10-26,,INR,1519218,0.0741,HIRE
3740,2266,2020-03-31,2023-04-28,INR,599228,0.0856,PROMOTION
3741,2266,2023-04-29,,USD,442717,0.1756,ADJUSTMENT
3742,2267,2024-09-21,2025-08-02,INR,339791,0.1633,ADJUSTMENT
3743,2267,2025-08-03,,INR,431858,0.0683,PROMOTION
3744,2268,2021-10-06,2024-03-28,INR,3334801,0.1369,MERIT
3745,2268,2024-03-29,,USD,4473861,0.0889,HIRE
3746,2269,2024-09-15,,USD,1562263,0.0358,MERIT
3747,2270,2017-12-29,2021-12-01,INR,1168186,0.1275,MERIT
3748,2270,2021-12-02,2024-08-28,USD,1069986,0.1543,ADJUSTMENT
3749,2270,2024-08-29,,INR,1139106,0.193,MERIT
3750,2271,2024-04-25,,USD,2342680,0.0046,HIRE
3751,2272,2020-08-29,2024-06-20,USD,3174388,0.1108,PROMOTION
3752,2272,2024-06-21,2025-04-17,INR,2643976,0.052,PROMOTION
3753,2272,2025-04-18,,INR,2815173,0.0547,HIRE
3754,2273,2024-12-31,,USD,389931,0.0813,MERIT
3755,2274,2024-09-08,2025-02-24,INR,2575271,0.0798,MERIT
3756,2274,2025-02-25,,INR,2597259,0.1519,PROMOTION
3757,2275,2021-03-23,,USD,1085278,0.0032,ADJUSTMENT
3758,2276,2018-06-10,,USD,900034,0.0729,HIRE
3759,2277,2023-03-06,,USD,500435,0.183,MERIT
3760,2278,2022-10-31,,USD,2907609,0.0723,ADJUSTMENT
3761,2279,2020-11-11,2022-03-25,USD,2453221,0.1247,PROMOTION
3762,2279,2022-03-26,,INR,2957283,0.1237,HIRE
3763,2280,2022-11-10,2023-08-27,INR,449001,0.0877,PROMOTION
3764,2280,2023-08-28,,INR,426814,0.0845,PROMOTION
3765,2281,2024-04-24,2024-06-23,USD,335697,0.1859,PROMOTION
3766,2281,2024-06-24,,INR,497178,0.0865,HIRE
3767,2282,2024-08-02,2024-08-24,INR,3672837,0.1071,PROMOTION
3768,2282,2024-08-25,,INR,3202450,0.0834,ADJUSTMENT
3769,2283,2025-07-09,,USD,6068343,0.0049,PROMOTION
3770,2284,2024-03-21,2024-10-30,INR,309454,0.1618,ADJUSTMENT
3771,2284,2024-10-31,,INR,384235,0.0719,ADJUSTMENT
3772,2285,2025-04-07,,INR,1394459,0.1075,MERIT
3773,2286,2016-11-07,,USD,5102540,0.1876,HIRE
3774,2287,2024-06-10,,INR,1170084,0.0983,PROMOTION
3775,2288,2024-07-29,2024-11-27,INR,6698585,0.0348,ADJUSTMENT
3776,2288,2024-11-28,,INR,4561420,0.0323,ADJUSTMENT
3777,2289,2022-08-20,2024-02-08,USD,2883647,0.1026,HIRE
3778,2289,2024-02-09,,USD,2330713,0.0059,MERIT
3779,2290,2021-08-15,2024-05-20,INR,566245,0.1854,MERIT
3780,2290,2024-05-21,2025-02-24,INR,404608,0.039,ADJUSTMENT
3781,2290,2025-02-25,,USD,538561,0.0299,HIRE
3782,2291,2025-05-11,,USD,853842,0.0124,HIRE
3783,2292,2024-02-18,,INR,5360278,0.1553,ADJUSTMENT
3784,2293,2023-10-05,2025-04-20,USD,514438,0.082,MERIT
3785,2293,2025-04-21,,INR,479249,0.1522,PROMOTION
3786,2294,2017-07-27,2018-09-28,USD,3291012,0.1509,MERIT
3787,2294,2018-09-29,2023-03-06,INR,4290599,0.134,HIRE
3788,2294,2023-03-07,,USD,3766972,0.0722,ADJUSTMENT
3789,2295,2023-05-01,,USD,1168391,0.145,PROMOTION
3790,2296,2022-02-12,2024-01-29,INR,5564076,0.1135,MERIT
3791,2296,2024-01-30,2024-06-30,USD,6449189,0.1754,ADJUSTMENT
3792,2296,2024-07-01,,INR,5639067,0.1828,MERIT
3793,2297,2025-02-09,,USD,2592067,0.0241,PROMOTION
3794,2298,2024-05-07,,USD,2503382,0.1835,ADJUSTMENT
3795,2299,2019-05-04,,USD,2562441,0.0586,PROMOTION
3796,2300,2024-06-19,,INR,1868218,0.114,HIRE
3797,2301,2021-10-06,2022-03-08,INR,651191,0.0491,HIRE
3798,2301,2022-03-09,,INR,800184,0.1717,HIRE
3799,2302,2022-08-13,,USD,2760963,0.1114,PROMOTION
3800,2303,2025-08-09,,INR,3750481,0.0002,ADJUSTMENT
3801,2304,2024-09-14,2025-07-18,INR,3011189,0.119,HIRE
3802,2304,2025-07-19,,INR,2459818,0.011,PROMOTION
3803,2305,2024-10-18,2025-05-15,INR,499572,0.0343,PROMOTION
3804,2305,2025-05-16,,USD,501062,0.1179,MERIT
3805,2306,2023-10-12,2024-12-22,USD,5226280,0.0298,ADJUSTMENT
3806,2306,2024-12-23,,USD,5983777,0.1456,MERIT
3807,2307,2025-03-10,,INR,952144,0.0643,MERIT
3808,2308,2019-07-30,2019-10-25,INR,1572878,0.1768,HIRE
3809,2308,2019-10-26,2020-03-07,INR,1839262,0.0768,MERIT
3810,2308,2020-03-08,,INR,1717814,0.1931,MERIT
3811,2309,2018-09-19,,INR,1877790,0.0575,ADJUSTMENT
3812,2310,2023-06-21,,USD,2588093,0.1173,MERIT
3813,2311,2023-08-10,,INR,588785,0.1851,PROMOTION
3814,2312,2025-08-02,,USD,3979578,0.0598,MERIT
3815,2313,2024-01-28,,USD,3835270,0.1627,ADJUSTMENT
3816,2314,2020-12-06,2024-11-30,INR,6646043,0.0944,HIRE
3817,2314,2024-12-01,,INR,6904118,0.1474,ADJUSTMENT
3818,2315,2022-07-13,,USD,3670898,0.0054,MERIT
3819,2316,2025-02-06,,USD,4214786,0.0598,HIRE
3820,2317,2021-02-17,,USD,6640613,0.0163,HIRE
3821,2318,2021-09-05,,USD,822971,0.1631,MERIT
3822,2319,2025-05-15,,INR,1967649,0.1783,ADJUSTMENT
3823,2320,2019-04-04,2022-11-10,INR,6027966,0.0117,HIRE
3824,2320,2022-11-11,,USD,5615164,0.1736,PROMOTION
3825,2321,2024-09-02,2024-11-29,INR,2878451,0.0349,MERIT
3826,2321,2024-11-30,,INR,2980836,0.0924,ADJUSTMENT
3827,2322,2024-02-16,2025-06-01,INR,378492,0.1932,ADJUSTMENT
3828,2322,2025-06-02,,INR,422847,0.0844,HIRE
3829,2323,2023-07-04,2024-05-29,INR,320009,0.0823,PROMOTION
3830,2323,2024-05-30,,INR,371134,0.1963,HIRE
3831,2324,2023-02-11,2023-11-25,INR,3152067,0.0193,PROMOTION
3832,2324,2023-11-26,2024-03-14,INR,2885198,0.0862,HIRE
3833,2324,2024-03-15,,INR,2501206,0.1313,HIRE
3834,2325,2021-12-22,,USD,6971843,0.0967,PROMOTION
3835,2326,2023-12-27,2024-05-17,INR,967881,0.1941,HIRE
3836,2326,2024-05-18,,USD,1030214,0.0871,HIRE
3837,2327,2025-08-07,2025-08-22,INR,523131,0.0638,MERIT
3838,2327,2025-08-23,,INR,322487,0.1014,PROMOTION
3839,2328,2021-12-06,2023-07-18,INR,1194993,0.0257,ADJUSTMENT
3840,2328,2023-07-19,,USD,959773,0.0916,PROMOTION
3841,2329,2025-02-16,,INR,3073379,0.0571,ADJUSTMENT
3842,2330,2023-11-27,,USD,432639,0.1811,HIRE
3843,2331,2021-02-06,2021-10-05,USD,715253,0.0005,MERIT
3844,2331,2021-10-06,,USD,783653,0.1363,ADJUSTMENT
3845,2332,2020-05-19,,INR,3147200,0.1026,PROMOTION
3846,2333,2024-08-12,,INR,301506,0.118,MERIT
3847,2334,2021-02-25,,INR,317700,0.0383,PROMOTION
3848,2335,2024-11-30,,INR,4025634,0.062,MERIT
3849,2336,2021-02-02,,USD,4465335,0.1002,HIRE
3850,2337,2023-10-19,,USD,2021045,0.1511,HIRE
3851,2338,2020-10-14,2023-03-26,USD,6165010,0.1044,PROMOTION
3852,2338,2023-03-27,2024-08-01,INR,6568622,0.1736,MERIT
3853,2338,2024-08-02,,INR,5475358,0.0481,ADJUSTMENT
3854,2339,2023-12-08,2024-03-15,INR,1146097,0.151,MERIT
3855,2339,2024-03-16,,USD,951933,0.0135,PROMOTION
3856,2340,2022-09-27,2024-02-03,INR,1169388,0.1598,PROMOTION
3857,2340,2024-02-04,,INR,946784,0.1467,MERIT
3858,2341,2024-10-10,,INR,1168919,0.1496,MERIT
3859,2342,2024-09-15,2024-11-23,USD,864105,0.0936,PROMOTION
3860,2342,2024-11-24,,USD,873979,0.0419,HIRE
3861,2343,2024-06-01,,USD,357686,0.1824,PROMOTION
3862,2344,2020-01-25,,INR,352155,0.1979,HIRE
3863,2345,2023-03-19,2024-06-27,USD,6327455,0.0105,HIRE
3864,2345,2024-06-28,,USD,6070063,0.0923,MERIT
3865,2346,2022-10-14,2023-01-16,USD,4749635,0.1883,ADJUSTMENT
3866,2346,2023-01-17,2024-05-19,INR,5782503,0.0126,MERIT
3867,2346,2024-05-20,,USD,6071188,0.0723,ADJUSTMENT
3868,2347,2017-01-02,2020-08-23,USD,4361129,0.0012,PROMOTION
3869,2347,2020-08-24,2021-08-27,USD,3324182,0.0554,PROMOTION
3870,2347,2021-08-28,,USD,3454002,0.0977,HIRE
3871,2348,2023-08-08,,INR,6296197,0.0179,HIRE
3872,2349,2018-10-27,,USD,310628,0.0836,HIRE
3873,2350,2019-02-18,,USD,3002458,0.1367,MERIT
3874,2351,2024-10-09,2025-01-24,INR,1082899,0.1187,ADJUSTMENT
3875,2351,2025-01-25,,USD,1371175,0.1852,MERIT
3876,2352,2024-11-15,,USD,4592468,0.1828,HIRE
3877,2353,2020-03-26,2022-11-02,USD,3652652,0.0394,HIRE
3878,2353,2022-11-03,,INR,4285912,0.1385,PROMOTION
3879,2354,2017-06-08,2018-02-27,INR,668282,0.1138,HIRE
3880,2354,2018-02-28,,INR,826093,0.1411,PROMOTION
3881,2355,2019-11-10,2021-05-03,USD,4091432,0.182,MERIT
3882,2355,2021-05-04,,INR,3308828,0.0334,HIRE
3883,2356,2019-10-06,2022-04-07,INR,2243684,0.1081,HIRE
3884,2356,2022-04-08,,USD,3125891,0.0776,PROMOTION
3885,2357,2024-05-23,2024-12-23,INR,5354876,0.1665,PROMOTION
3886,2357,2024-12-24,,INR,4560964,0.1448,PROMOTION
3887,2358,2020-07-15,2024-11-26,USD,3214607,0.1072,MERIT
3888,2358,2024-11-27,,INR,3828563,0.0614,ADJUSTMENT
3889,2359,2020-12-24,2022-12-06,USD,4932486,0.0593,PROMOTION
3890,2359,2022-12-07,,USD,5497510,0.0458,HIRE
3891,2360,2023-08-27,,USD,718520,0.0578,ADJUSTMENT
3892,2361,2024-12-30,,INR,824534,0.0146,MERIT
3893,2362,2024-04-05,2024-11-20,INR,2005587,0.0672,HIRE
3894,2362,2024-11-21,2025-01-13,USD,1754850,0.1971,PROMOTION
3895,2362,2025-01-14,,INR,1420945,0.0609,ADJUSTMENT
3896,2363,2024-08-14,,INR,1843893,0.1256,ADJUSTMENT
3897,2364,2019-03-12,,USD,527141,0.0418,MERIT
3898,2365,2022-07-23,,INR,560914,0.0254,ADJUSTMENT
3899,2366,2021-07-08,,INR,715046,0.0841,PROMOTION
3900,2367,2025-01-08,,USD,728284,0.0827,PROMOTION
3901,2368,2018-12-26,2019-10-15,INR,1861022,0.1535,ADJUSTMENT
3902,2368,2019-10-16,,USD,2181612,0.0413,MERIT
3903,2369,2016-10-13,,INR,2973364,0.0888,ADJUSTMENT
3904,2370,2024-11-12,,USD,4230842,0.0187,HIRE
3905,2371,2017-09-14,,USD,814733,0.0065,MERIT
3906,2372,2020-06-05,2023-01-28,INR,1433790,0.1336,MERIT
3907,2372,2023-01-29,,INR,1888249,0.1064,ADJUSTMENT
3908,2373,2023-11-02,2025-02-12,INR,3611899,0.0542,MERIT
3909,2373,2025-02-13,,INR,3224493,0.1846,ADJUSTMENT
3910,2374,2024-02-18,,INR,5635173,0.0586,ADJUSTMENT
3911,2375,2024-01-23,,USD,4362061,0.095,HIRE
3912,2376,2024-03-01,,USD,6993257,0.0106,ADJUSTMENT
3913,2377,2021-02-14,,INR,351590,0.1001,PROMOTION
3914,2378,2023-09-09,2024-03-16,USD,3546758,0.1862,HIRE
3915,2378,2024-03-17,,USD,3414336,0.1644,ADJUSTMENT
3916,2379,2022-04-22,,INR,5597910,0.0817,HIRE
3917,2380,2024-09-12,,USD,5773053,0.1536,ADJUSTMENT
3918,2381,2023-09-09,,INR,545827,0.0615,ADJUSTMENT
3919,2382,2024-10-29,2025-04-07,INR,378946,0.1054,ADJUSTMENT
3920,2382,2025-04-08,,INR,398148,0.1141,ADJUSTMENT
3921,2383,2023-11-17,2025-01-06,USD,2321761,0.1211,PROMOTION
3922,2383,2025-01-07,2025-01-08,INR,2825051,0.0945,ADJUSTMENT
3923,2383,2025-01-09,,USD,2370302,0.1139,ADJUSTMENT
3924,2384,2025-02-22,2025-05-31,INR,1079812,0.0856,PROMOTION
3925,2384,2025-06-01,,USD,1327273,0.1812,PROMOTION
3926,2385,2023-12-25,,INR,1452141,0.04,HIRE
3927,2386,2022-05-27,2025-07-29,USD,668644,0.0206,MERIT
3928,2386,2025-07-30,,INR,861654,0.1992,MERIT
3929,2387,2025-05-17,,USD,2012858,0.0737,MERIT
3930,2388,2022-10-22,2024-03-18,INR,427567,0.0218,HIRE
3931,2388,2024-03-19,,USD,385393,0.0727,HIRE
3932,2389,2023-07-23,2025-07-14,USD,823596,0.1333,ADJUSTMENT
3933,2389,2025-07-15,,USD,630360,0.1769,ADJUSTMENT
3934,2390,2023-01-10,2025-08-10,USD,4312244,0.1346,ADJUSTMENT
3935,2390,2025-08-11,,USD,3872092,0.0216,MERIT
3936,2391,2022-08-05,2025-06-06,USD,4404563,0.052,PROMOTION
3937,2391,2025-06-07,,INR,4484600,0.0594,HIRE
3938,2392,2023-05-25,2024-07-23,INR,302911,0.1513,HIRE
3939,2392,2024-07-24,,INR,302369,0.0997,PROMOTION
3940,2393,2024-06-14,,INR,1319981,0.1052,HIRE
3941,2394,2024-03-04,,USD,1172671,0.1925,MERIT
3942,2395,2022-04-26,,USD,5885158,0.1209,MERIT
3943,2396,2020-03-06,2021-10-27,INR,893984,0.095,ADJUSTMENT
3944,2396,2021-10-28,,USD,608631,0.1729,MERIT
3945,2397,2021-03-24,2022-11-10,INR,956070,0.03,ADJUSTMENT
3946,2397,2022-11-11,,INR,1115713,0.0087,ADJUSTMENT
3947,2398,2023-02-14,2024-10-16,USD,4367071,0.0547,ADJUSTMENT
3948,2398,2024-10-17,,USD,3226309,0.1889,ADJUSTMENT
3949,2399,2020-07-01,2021-12-06,USD,1426411,0.0122,HIRE
3950,2399,2021-12-07,,INR,2165713,0.0125,MERIT
3951,2400,2025-06-06,,USD,355524,0.1907,HIRE
3952,2401,2024-01-09,2024-10-25,USD,6707278,0.15,HIRE
3953,2401,2024-10-26,,INR,6492325,0.0326,MERIT
3954,2402,2019-11-03,2020-10-23,USD,420274,0.0678,PROMOTION
3955,2402,2020-10-24,2023-01-27,INR,511027,0.1184,PROMOTION
3956,2402,2023-01-28,,INR,493275,0.1695,MERIT
3957,2403,2019-05-09,,INR,3158808,0.125,PROMOTION
3958,2404,2021-08-07,2023-06-30,USD,1350748,0.1904,MERIT
3959,2404,2023-07-01,,USD,1183924,0.0304,ADJUSTMENT
3960,2405,2018-07-30,2023-02-15,INR,1499447,0.0686,ADJUSTMENT
3961,2405,2023-02-16,2023-10-21,USD,1648696,0.1278,ADJUSTMENT
3962,2405,2023-10-22,,INR,1493623,0.14,PROMOTION
3963,2406,2023-08-31,2025-06-14,INR,2626344,0.1506,MERIT
3964,2406,2025-06-15,,USD,3163603,0.0196,PROMOTION
3965,2407,2022-04-28,,USD,1167417,0.1533,PROMOTION
3966,2408,2024-10-30,2024-12-26,INR,6795460,0.127,PROMOTION
3967,2408,2024-12-27,,USD,4534686,0.0564,HIRE
3968,2409,2024-06-06,2025-01-20,INR,5644613,0.1172,HIRE
3969,2409,2025-01-21,2025-05-21,INR,6091873,0.1054,ADJUSTMENT
3970,2409,2025-05-22,,INR,5071605,0.1524,MERIT
3971,2410,2020-09-14,2021-09-15,INR,627133,0.0057,ADJUSTMENT
3972,2410,2021-09-16,,INR,798194,0.1241,PROMOTION
3973,2411,2023-06-11,2023-12-25,USD,808000,0.065,MERIT
3974,2411,2023-12-26,,USD,671100,0.0027,PROMOTION
3975,2412,2025-04-22,,USD,5393746,0.1657,PROMOTION
3976,2413,2023-03-06,2023-03-22,INR,2749236,0.0024,PROMOTION
3977,2413,2023-03-23,,INR,2854574,0.1037,HIRE
3978,2414,2021-05-19,2023-05-30,INR,597007,0.1009,ADJUSTMENT
3979,2414,2023-05-31,,USD,341016,0.1644,HIRE
3980,2415,2025-07-28,2025-07-29,USD,1021928,0.1634,HIRE
3981,2415,2025-07-30,2025-08-11,INR,989178,0.0777,ADJUSTMENT
3982,2415,2025-08-12,,USD,1196094,0.0736,PROMOTION
3983,2416,2024-08-19,2025-04-25,INR,734233,0.1727,PROMOTION
3984,2416,2025-04-26,,USD,657169,0.1093,MERIT
3985,2417,2024-01-31,,USD,915094,0.0241,HIRE
3986,2418,2022-10-15,2023-11-15,USD,570941,0.0971,PROMOTION
3987,2418,2023-11-16,,INR,596330,0.0288,ADJUSTMENT
3988,2419,2022-03-27,2025-08-21,USD,1682193,0.1986,ADJUSTMENT
3989,2419,2025-08-22,,USD,1819545,0.0088,HIRE
3990,2420,2021-12-02,,INR,2892899,0.0218,ADJUSTMENT
3991,2421,2019-04-14,2022-11-18,INR,2403353,0.1254,ADJUSTMENT
3992,2421,2022-11-19,,INR,2465016,0.1009,MERIT
3993,2422,2022-05-14,,USD,645005,0.0662,PROMOTION
3994,2423,2021-12-20,2022-03-28,USD,446113,0.1056,ADJUSTMENT
3995,2423,2022-03-29,2023-07-14,INR,568587,0.1768,HIRE
3996,2423,2023-07-15,,USD,314526,0.0917,PROMOTION
3997,2424,2023-12-30,,INR,5233310,0.1631,ADJUSTMENT
3998,2425,2022-01-23,2025-06-04,INR,4560437,0.0397,HIRE
3999,2425,2025-06-05,,INR,5352377,0.0267,ADJUSTMENT
4000,2426,2018-05-25,,USD,1217614,0.106,MERIT
4001,2427,2025-04-04,,USD,839347,0.1101,MERIT
4002,2428,2025-01-25,,INR,1974128,0.0083,MERIT
4003,2429,2020-10-26,2021-12-10,USD,4152841,0.0367,HIRE
4004,2429,2021-12-11,,USD,4177897,0.1258,ADJUSTMENT
4005,2430,2025-04-02,2025-07-20,USD,609317,0.1111,HIRE
4006,2430,2025-07-21,2025-08-10,INR,754233,0.0989,MERIT
4007,2430,2025-08-11,,INR,745342,0.0262,MERIT
4008,2431,2025-04-09,,USD,426705,0.1078,PROMOTION
4009,2432,2023-07-04,2025-03-31,INR,943504,0.0387,MERIT
4010,2432,2025-04-01,,INR,914553,0.1701,PROMOTION
4011,2433,2018-11-23,2022-07-29,INR,562716,0.0569,PROMOTION
4012,2433,2022-07-30,2023-05-05,USD,415376,0.0423,MERIT
4013,2433,2023-05-06,,USD,523033,0.1946,MERIT
4014,2434,2020-09-18,2021-06-07,USD,1413451,0.0572,HIRE
