employee_id,project_id,assigned_date,allocation_pct
1886,803,2020-03-29,80
1887,375,2025-01-18,20
1887,14,2025-07-20,5
1891,243,2022-08-18,45
1891,236,2023-11-21,80
1891,152,2025-03-17,90
1893,607,2019-03-16,90
1893,254,2022-07-21,35
1893,490,2023-07-13,25
1894,556,2025-05-04,60
1895,921,2025-07-21,95
1895,936,2025-04-15,75
1895,289,2025-08-22,30
1898,2,2020-04-23,45
1898,564,2018-11-09,65
1898,108,2022-06-24,60
1900,820,2023-10-28,85
1900,639,2021-09-03,70
1901,490,2022-11-25,75
1902,440,2022-07-17,70
1902,846,2024-07-14,20
1903,717,2022-05-05,75
1904,259,2024-01-07,45
1907,382,2022-03-07,55
1911,54,2022-10-25,70
1911,901,2023-02-04,65
1912,859,2025-06-01,65
1913,49,2025-07-11,75
1914,770,2025-08-14,65
1916,232,2025-01-09,20
1916,182,2025-07-20,45
1918,154,2023-02-16,5
1918,467,2023-12-13,10
1919,422,2015-07-25,50
1922,6,2023-03-01,45
1923,678,2024-06-05,80
1924,557,2020-12-04,60
1924,411,2022-01-16,70
1925,208,2022-12-13,55
1925,98,2025-04-25,100
1926,196,2021-05-01,15
1926,28,2025-02-04,65
1929,672,2025-07-21,65
1930,521,2020-02-17,100
1931,919,2024-06-06,10
1932,819,2020-06-04,75
1932,960,2017-09-17,15
1932,839,2019-01-06,95
1934,243,2022-09-20,75
1934,127,2025-04-11,15
1935,593,2022-11-21,25
1936,496,2025-06-09,60
1937,223,2018-06-09,50
1937,533,2020-04-13,50
1938,640,2024-12-10,45
1938,240,2025-02-13,30
1938,257,2025-02-19,70
1939,966,2021-07-26,55
1939,949,2019-12-31,5
1939,810,2018-05-09,75
1940,45,2021-02-03,50
1940,622,2018-07-02,40
1942,331,2021-10-02,100
1942,996,2020-07-23,25
1943,319,2016-07-09,70
1943,109,2024-05-06,95
1947,126,2016-08-18,65
1947,643,2021-12-05,25
1947,10,2019-08-20,25
1952,171,2025-08-19,15
1952,314,2025-08-18,95
1955,647,2023-03-09,40
1956,732,2025-04-14,100
1957,738,2022-11-05,35
1958,775,2024-06-28,20
1959,100,2024-02-08,5
1960,430,2022-02-12,45
1960,370,2018-05-07,10
1961,366,2023-08-28,15
1961,134,2024-08-03,15
1961,535,2023-10-23,70
1962,783,2022-05-09,20
1962,151,2019-11-11,80
1965,723,2022-02-23,15
1965,199,2024-01-21,85
1966,376,2022-11-27,20
1967,151,2022-04-08,20
1968,689,2018-02-18,80
1969,321,2017-01-15,65
1970,217,2025-04-14,10
1970,366,2025-07-17,65
1971,313,2025-03-03,70
1973,196,2018-01-25,10
1976,682,2022-10-12,5
1976,990,2025-04-23,75
1976,352,2022-10-27,40
1979,559,2023-03-13,10
1979,519,2025-03-13,15
1979,766,2023-12-01,15
1981,105,2017-03-17,90
1981,259,2018-06-16,35
1981,857,2024-12-28,70
1982,978,2023-10-31,25
1983,916,2018-11-03,95
1986,789,2025-06-12,50
1986,624,2024-05-14,40
1986,332,2024-10-20,50
1987,61,2024-04-09,50
1987,390,2024-08-23,20
1987,90,2024-08-08,85
1988,763,2025-04-18,45
1990,466,2025-03-25,35
1991,144,2025-03-04,15
1993,39,2021-11-02,65
1994,309,2023-09-06,55
1995,753,2025-07-24,75
1996,483,2021-11-30,75
1998,397,2023-12-30,15
1999,772,2022-11-24,80
1999,879,2024-10-25,20
1999,11,2024-05-22,80
2000,419,2022-12-17,40
2000,741,2022-03-04,50
2001,497,2021-02-22,20
2003,404,2024-02-25,35
2006,102,2023-08-26,60
2006,928,2023-10-16,10
2008,986,2025-02-02,35
2009,321,2025-07-20,20
2010,631,2025-05-17,85
2010,197,2025-06-01,50
2011,504,2025-01-12,100
2011,684,2022-04-25,40
2011,388,2021-03-16,20
2012,110,2025-05-17,15
2013,547,2020-12-14,100
2015,811,2022-07-14,70
2015,6,2022-01-31,75
2015,15,2019-03-18,65
2017,267,2024-01-11,95
2018,315,2025-04-30,70
2019,961,2025-08-22,15
2020,74,2024-05-27,20
2020,244,2022-12-01,60
2021,91,2025-03-16,35
2023,515,2021-06-21,95
2025,872,2016-05-10,30
2026,70,2022-02-25,70
2026,725,2018-05-05,10
2027,343,2023-11-26,15
2028,454,2022-12-31,70
2029,288,2022-03-25,80
2029,962,2019-10-29,15
2029,627,2023-09-11,70
2033,391,2025-01-01,15
2034,655,2023-10-16,40
2035,466,2024-12-23,20
2036,530,2024-07-08,25
2037,735,2020-04-14,70
2038,157,2023-03-31,70
2038,188,2022-07-12,5
2041,974,2025-05-17,30
2041,106,2025-04-04,70
2041,491,2024-12-04,25
2043,70,2025-07-14,10
2044,284,2023-01-05,100
2045,398,2023-10-06,95
2047,415,2025-03-01,45
2047,510,2025-06-20,35
2048,446,2025-03-17,50
2049,292,2025-02-28,45
2050,136,2025-04-05,75
2050,717,2025-04-26,5
2050,356,2025-06-16,15
2051,709,2022-10-10,40
2052,651,2022-04-30,40
2053,12,2025-03-12,10
2053,618,2016-10-30,30
2054,395,2021-08-05,10
2054,768,2017-01-15,90
2056,580,2024-12-31,55
2056,58,2025-04-02,100
2057,946,2025-01-15,40
2057,332,2024-10-15,60
2058,539,2022-01-12,20
2058,464,2022-12-03,75
2059,974,2019-06-29,5
2060,879,2023-04-16,25
2060,739,2023-05-12,70
2061,598,2018-05-25,35
2061,13,2021-11-08,70
2061,24,2020-07-11,75
2063,79,2024-04-12,25
2064,668,2024-04-28,70
2065,791,2024-02-24,10
2065,721,2023-10-02,80
2066,59,2025-02-15,100
2067,240,2022-03-23,80
2067,273,2021-06-29,70
2068,733,2020-05-20,30
2070,182,2022-03-14,70
2070,696,2018-04-25,40
2073,809,2024-04-26,70
2077,352,2025-08-23,80
2079,125,2021-06-06,95
2080,203,2020-03-13,85
2080,309,2023-02-23,90
2081,923,2023-08-07,45
2082,883,2021-06-05,55
2082,190,2024-03-07,10
2083,811,2024-04-28,15
2084,673,2023-03-12,10
2085,450,2017-11-05,50
2087,528,2019-09-28,30
2089,281,2025-02-14,40
2089,816,2025-04-21,5
2091,421,2025-05-15,65
2092,14,2022-01-07,5
2093,812,2025-07-26,90
2093,711,2025-08-16,70
2093,465,2025-08-10,85
2094,892,2018-02-13,70
2095,524,2025-08-04,55
2097,810,2021-09-11,25
2097,864,2016-10-07,30
2099,605,2022-07-09,30
2101,662,2024-02-03,70
2102,543,2025-01-27,30
2103,266,2016-02-07,30
2103,199,2018-11-04,80
2104,96,2018-07-02,30
2104,483,2024-09-23,40
2104,895,2020-06-07,65
2106,154,2022-12-13,35
2106,239,2022-01-13,100
2108,827,2025-08-09,25
2109,547,2019-09-30,50
2110,726,2024-04-05,90
2111,994,2022-08-06,40
2113,597,2020-01-31,85
2113,111,2016-07-20,25
2114,999,2019-05-09,35
2114,286,2024-05-13,100
2115,190,2025-07-05,65
2115,514,2025-05-27,95
2116,937,2020-07-25,60
2117,719,2018-12-25,35
2119,233,2025-01-31,65
2119,234,2022-01-20,80
2121,218,2023-12-31,40
2125,725,2018-05-05,90
2125,289,2020-01-15,65
2125,760,2017-04-12,50
2126,352,2024-11-28,20
2127,822,2024-09-26,20
2130,882,2024-08-04,100
2130,914,2023-10-16,55
2131,603,2024-09-02,70
2132,951,2025-08-14,100
2132,970,2019-02-14,10
2133,982,2021-08-20,5
2135,410,2015-10-23,10
2136,813,2025-07-04,90
2136,860,2025-06-12,80
2136,794,2025-06-12,40
2137,366,2022-04-04,45
2138,573,2022-05-22,75
2138,271,2023-07-21,90
2138,659,2022-11-22,95
2139,514,2024-09-30,85
2140,241,2023-10-18,75
2141,48,2021-03-11,60
2141,447,2021-01-14,65
2141,734,2023-05-18,5
2142,443,2020-10-09,85
2142,956,2020-09-26,80
2143,773,2023-12-24,70
2143,324,2024-04-24,10
2143,124,2021-04-15,95
2144,717,2023-07-16,55
2145,200,2024-03-29,40
2146,200,2022-11-30,10
2147,871,2021-10-29,75
2148,674,2023-03-25,90
2150,799,2025-05-13,90
2151,239,2024-07-23,90
2152,604,2023-11-13,5
2154,622,2021-12-03,90
2154,447,2021-05-15,45
2155,73,2021-06-13,40
2155,119,2020-09-29,80
2156,435,2018-01-27,70
2157,457,2019-04-25,45
2157,138,2019-10-03,100
2157,880,2022-03-25,70
2159,613,2025-07-25,90
2162,849,2023-11-11,55
2163,138,2025-06-15,15
2163,249,2021-09-21,50
2163,534,2019-10-26,65
2164,375,2022-01-05,35
2168,877,2019-10-13,90
2168,125,2021-02-16,10
2169,577,2025-04-16,65
2170,276,2023-02-04,70
2172,826,2024-12-04,95
2174,297,2022-09-23,15
2175,728,2025-05-28,5
2176,109,2022-08-29,80
2176,244,2025-08-17,10
2176,933,2021-11-17,45
2178,343,2021-09-26,95
2179,276,2021-11-27,55
2180,602,2024-01-28,25
2181,329,2025-02-05,90
2182,737,2023-03-16,25
2184,207,2023-03-27,100
2186,785,2019-07-17,80
2186,860,2019-12-03,65
2186,597,2024-12-23,70
2188,705,2020-07-04,10
2188,455,2018-06-26,30
2189,318,2023-09-16,45
2191,358,2021-10-01,55
2192,905,2024-01-30,20
2195,936,2018-02-25,60
2196,99,2025-01-29,85
2196,324,2025-03-30,35
2197,204,2024-06-23,50
2198,949,2023-10-07,60
2199,461,2021-10-17,20
2200,181,2020-10-02,65
2201,627,2022-12-03,15
2201,269,2023-09-07,15
2201,65,2025-05-29,25
2203,144,2022-04-12,10
2203,721,2022-07-22,55
2204,62,2018-07-15,30
2205,769,2025-07-29,80
2205,825,2020-11-18,70
2205,75,2015-07-08,100
2207,254,2019-06-24,85
2208,451,2023-12-17,65
2210,663,2022-07-10,15
2211,517,2020-03-04,60
2211,265,2020-04-20,45
2211,21,2025-04-01,25
2213,482,2025-05-20,80
2213,161,2015-04-28,30
2214,931,2023-11-28,45
2215,235,2024-09-14,40
2216,795,2025-05-07,15
2216,741,2025-02-22,50
2216,406,2023-06-27,35
2217,893,2025-08-02,75
2217,551,2023-12-07,80
2218,113,2022-07-30,100
2218,328,2023-04-01,30
2218,340,2025-06-15,60
2221,758,2022-07-02,75
2222,93,2025-06-17,70
2222,855,2021-05-06,20
2224,255,2019-01-19,40
2224,773,2023-03-06,85
2224,500,2022-02-23,10
2226,259,2016-09-26,25
2227,243,2020-03-15,60
2228,596,2025-05-19,65
2229,557,2023-10-15,75
2229,526,2020-05-09,100
2230,631,2019-11-05,20
2231,32,2022-04-30,45
2231,988,2023-04-19,5
2231,764,2023-10-14,15
2232,827,2025-05-15,15
2233,511,2019-12-12,95
2235,64,2025-04-15,70
2236,277,2025-04-11,50
2236,955,2024-06-27,25
2236,299,2021-05-10,5
2238,375,2020-02-27,45
2239,838,2022-05-01,95
2239,33,2019-06-16,55
2240,158,2018-06-17,75
2242,862,2024-06-06,80
2242,415,2023-08-27,95
2243,889,2024-12-26,15
2243,612,2024-12-10,85
2245,691,2025-02-17,80
2246,95,2025-03-09,15
2246,395,2024-12-27,40
2246,946,2024-12-18,20
2248,199,2024-01-17,95
2248,668,2023-05-29,5
2250,108,2021-08-02,60
2251,814,2025-07-26,40
2252,414,2019-09-01,25
2253,748,2025-07-18,80
2253,214,2025-01-06,15
2255,324,2023-12-21,100
2255,399,2022-11-12,15
2256,958,2021-04-06,10
2256,36,2024-06-17,70
2256,895,2024-01-03,100
2257,732,2020-02-24,80
2258,449,2024-07-14,65
2259,320,2022-11-06,85
2260,835,2025-04-13,5
2260,681,2024-01-09,70
2261,476,2023-05-06,10
2261,660,2022-09-12,75
2261,147,2025-02-19,20
2262,258,2024-11-21,5
2263,7,2021-03-22,55
2265,525,2023-05-14,75
2266,161,2020-03-15,70
2266,187,2025-05-06,75
2266,10,2024-04-26,80
2267,289,2025-07-19,100
2267,545,2024-06-17,10
2268,545,2023-07-16,45
2269,366,2024-09-28,90
2271,185,2023-01-17,20
2272,177,2023-05-13,95
2272,807,2025-05-18,90
2273,651,2024-12-31,90
2274,229,2024-07-28,20
2277,632,2019-04-25,60
2277,116,2021-06-13,60
2277,294,2022-10-05,90
2279,335,2023-04-02,45
2279,635,2018-03-25,20
2280,623,2024-07-12,85
2280,679,2021-09-28,60
2282,517,2024-05-08,95
2283,215,2023-05-08,15
2285,337,2025-08-02,80
2286,606,2021-04-29,20
2286,916,2018-07-11,50
2287,496,2025-01-05,90
2287,940,2022-01-09,35
2287,692,2021-08-13,95
2288,104,2025-04-28,10
2289,854,2021-04-28,95
2291,288,2023-06-15,5
2291,743,2024-12-10,65
2294,317,2024-01-19,90
2294,126,2024-08-21,10
2297,500,2022-11-16,10
2298,151,2024-01-31,100
2298,16,2023-07-01,100
2300,54,2023-12-07,30
2300,474,2023-12-23,35
2300,851,2025-08-17,25
2301,581,2025-08-15,25
2302,386,2022-05-05,90
2302,124,2022-12-31,40
2303,251,2025-08-08,20
2308,751,2024-08-09,60
2308,734,2022-10-19,20
2310,455,2019-02-10,90
2310,385,2016-08-06,40
2310,610,2021-08-13,10
2311,617,2021-08-02,100
2312,435,2025-07-23,85
2313,397,2023-12-25,50
2314,156,2024-06-20,55
2315,562,2025-04-19,15
2316,621,2024-09-17,85
2316,803,2025-05-29,15
2317,301,2024-08-05,55
2318,49,2019-11-10,35
2318,661,2020-03-23,10
2319,450,2024-05-04,40
2323,336,2024-08-06,35
2323,377,2024-04-06,5
2325,204,2025-04-05,100
2325,291,2022-07-19,85
2325,17,2025-05-29,85
2326,750,2025-01-20,95
2327,269,2025-08-17,40
2329,522,2024-02-21,90
2330,215,2023-04-30,60
2330,204,2022-03-17,85
2332,77,2023-09-13,80
2333,997,2023-01-28,80
2334,663,2025-02-19,60
2338,655,2023-08-15,15
2340,861,2023-11-23,70
2340,491,2024-08-18,50
2341,568,2025-01-14,55
2342,328,2025-01-17,25
2343,382,2021-11-29,45
2346,748,2021-07-01,100
2346,428,2022-04-13,20
2349,598,2023-09-03,55
2350,152,2019-08-09,55
2351,948,2024-11-14,70
2352,668,2024-08-17,55
2354,815,2024-10-26,100
2355,525,2023-03-16,10
2355,358,2021-05-08,40
2355,968,2018-12-28,25
2356,772,2023-11-14,60
2356,215,2021-08-27,55
2358,564,2020-05-15,50
2359,747,2023-09-05,25
2360,135,2023-12-19,70
2361,2,2021-04-27,95
2361,954,2021-06-08,10
2363,477,2024-05-31,5
2363,511,2025-01-21,75
2368,831,2025-08-17,35
2369,505,2020-10-08,70
2370,375,2024-10-25,25
2370,612,2023-03-25,80
2371,369,2019-05-12,30
2371,543,2017-09-08,45
2371,920,2020-03-31,50
2375,301,2023-02-12,100
2377,17,2020-07-02,25
2378,452,2019-07-25,45
2378,931,2023-06-03,100
2379,513,2017-06-05,30
2379,587,2018-04-16,50
2380,798,2025-05-25,50
2380,870,2025-07-12,40
2381,32,2023-06-01,80
2384,956,2022-12-09,45
2384,31,2023-01-23,45
2384,560,2020-11-14,35
2385,88,2022-10-20,80
2385,58,2023-10-20,75
2385,865,2021-08-10,30
2386,69,2021-05-09,35
2387,193,2024-04-26,60
2387,863,2025-06-13,15
2389,770,2022-10-04,75
2390,178,2024-07-22,10
2391,32,2023-11-12,50
2392,582,2025-07-12,55
2392,324,2022-04-25,25
2392,629,2024-11-30,40
2393,830,2022-08-28,40
2394,58,2021-02-28,10
2395,585,2023-06-27,55
2395,664,2024-03-17,55
2396,75,2022-08-11,90
2397,981,2024-06-12,5
2398,781,2022-12-09,65
2398,653,2025-04-05,35
2399,472,2022-09-07,20
2401,252,2025-05-03,30
2401,69,2024-04-21,40
2401,521,2025-06-12,100
2402,126,2018-12-01,90
2403,792,2020-12-15,35
2405,511,2022-08-01,60
2407,340,2024-08-31,35
2407,299,2025-02-25,25
2409,278,2024-10-15,85
2409,216,2025-06-11,10
2410,1000,2019-11-06,15
2411,355,2022-10-08,45
2412,819,2025-06-26,25
2412,688,2023-12-20,10
2412,111,2024-05-23,50
2413,948,2022-09-24,45
2414,797,2022-02-11,15
2414,5,2024-07-12,75
2415,322,2025-07-27,65
2419,959,2022-07-06,35
2420,199,2019-08-03,55
2421,45,2019-07-06,100
2422,86,2023-01-01,5
2423,763,2022-06-29,70
2425,210,2022-12-23,95
2425,501,2024-08-02,25
2427,108,2022-02-16,5
2431,702,2025-04-19,65
2432,898,2022-03-15,35
2433,133,2019-12-24,65
2433,210,2024-08-11,5
2434,454,2022-04-21,20
2435,59,2025-01-11,10
2435,772,2020-11-21,60
2437,575,2020-06-08,95
2438,820,2025-08-11,50
2438,481,2025-05-21,15
2439,893,2024-02-26,40
2440,915,2023-03-10,10
2443,882,2025-04-17,20
2444,326,2024-02-09,95
2445,806,2023-03-05,25
2446,68,2022-02-10,100
2447,724,2025-06-24,100
2448,207,2022-08-10,50
2449,688,2018-11-30,40
2450,304,2017-07-05,90
2451,922,2025-06-07,30
2454,797,2024-10-18,15
2455,722,2024-08-04,10
2455,281,2024-06-11,85
2455,250,2024-08-26,25
2458,884,2024-08-04,100
2458,858,2018-07-25,30
2459,488,2022-06-17,85
2461,279,2025-05-22,40
2462,555,2025-02-28,70
2462,519,2024-08-18,65
2462,969,2025-06-19,20
2463,641,2019-01-12,50
2466,528,2021-07-03,50
2467,177,2024-07-13,30
2468,345,2025-05-11,90
2470,703,2025-07-28,20
2471,93,2023-05-31,5
2471,534,2022-09-23,20
2472,506,2022-09-20,40
2474,258,2023-07-07,5
2474,799,2024-06-22,50
2474,360,2024-04-06,20
2476,642,2022-09-22,50
2477,151,2022-07-17,10
2478,292,2024-05-25,50
2478,915,2017-04-30,20
2478,21,2017-11-15,35
2479,318,2024-11-12,65
2479,618,2022-01-23,25
2481,392,2023-08-11,80
2481,566,2021-08-06,20
2482,705,2015-11-21,55
2485,450,2024-06-03,50
2485,514,2024-08-14,35
2486,513,2019-11-30,100
2488,887,2023-01-13,85
2489,917,2025-05-11,5
2491,897,2023-11-22,75
2492,169,2023-07-01,95
2493,857,2024-10-25,20
2496,871,2024-09-30,65
2496,415,2025-04-18,40
2497,937,2022-05-29,5
2497,521,2021-03-09,20
2498,862,2017-12-23,95
2499,595,2024-09-24,35
2500,752,2025-02-26,85
2500,741,2024-12-21,20
2502,167,2024-11-17,35
2505,317,2023-03-27,70
2506,271,2021-03-18,95
2506,703,2024-07-04,45
2508,735,2024-07-13,80
2509,35,2025-07-12,15
2509,834,2025-08-10,5
2509,293,2025-07-17,10
2510,855,2024-10-18,65
2510,435,2024-08-28,70
2510,353,2024-09-16,15
2511,634,2023-05-08,70
2511,762,2021-06-11,60
2512,283,2024-11-28,40
2513,651,2024-10-11,20
2515,9,2023-01-21,80
2516,82,2024-01-04,20
2517,232,2024-04-04,70
2517,274,2024-08-07,55
2518,69,2020-06-24,35
2519,487,2018-04-17,95
2520,465,2022-06-29,100
2521,484,2025-07-04,45
2522,681,2021-10-09,20
2522,157,2022-07-11,65
2524,983,2025-02-04,40
2526,314,2024-11-28,10
2526,409,2021-06-08,45
2526,228,2023-04-26,70
2528,856,2022-10-05,95
2528,743,2024-08-14,5
2529,73,2023-06-04,65
2530,243,2025-04-01,30
2530,844,2021-01-13,20
2531,105,2019-04-09,40
2534,710,2025-05-05,80
2534,54,2025-08-21,75
2536,967,2022-10-30,35
2537,1,2021-10-19,70
2537,487,2017-12-18,15
2539,717,2025-01-23,95
2541,314,2017-07-09,70
2541,753,2018-12-30,70
2542,937,2025-04-03,15
2542,310,2024-12-10,45
2542,782,2025-06-23,60
2543,423,2024-01-25,15
2544,614,2022-07-29,75
2544,818,2023-03-12,100
2545,819,2018-03-03,60
2546,431,2024-05-03,65
2549,443,2025-05-24,65
2549,811,2025-06-07,20
2550,937,2021-08-10,40
2551,947,2024-10-03,60
2551,30,2019-08-25,10
2552,315,2022-12-11,10
2553,518,2025-02-09,75
2554,920,2017-12-08,50
2555,31,2024-04-10,35
2557,278,2023-09-10,90
2557,957,2025-06-16,75
2558,863,2023-02-10,15
2561,566,2024-11-04,35
2563,904,2024-06-27,95
2563,126,2017-12-20,5
2563,418,2025-01-12,15
2564,756,2023-05-09,55
2564,894,2024-06-26,5
2564,491,2018-07-13,20
2565,539,2024-11-20,35
2567,583,2025-06-11,35
2568,418,2022-10-08,15
2570,706,2017-11-18,80
2570,115,2023-03-03,100
2570,935,2020-03-04,20
2571,35,2022-01-27,5
2571,232,2021-09-09,30
2572,486,2023-11-09,35
2572,611,2022-10-11,75
2574,459,2025-01-07,35
2576,486,2023-01-23,15
2578,680,2025-08-04,10
2579,757,2025-01-19,80
2579,388,2025-04-01,30
2579,21,2025-07-27,10
2580,853,2023-12-22,90
2580,398,2019-10-16,45
2580,133,2021-09-30,15
2582,822,2023-09-11,60
2584,593,2020-09-06,90
2585,571,2021-09-09,15
2586,523,2023-05-14,90
2591,923,2021-12-20,25
2592,338,2016-06-18,40
2593,305,2023-03-22,10
2594,46,2024-04-24,90
2596,683,2023-05-16,55
2597,257,2023-04-22,10
2598,262,2025-07-05,95
2599,297,2023-04-05,65
2599,487,2021-09-26,65
2601,930,2017-12-09,25
2602,290,2020-07-21,15
2603,479,2023-07-25,65
2608,345,2022-01-17,45
2608,200,2022-02-16,25
2608,118,2024-06-08,40
2609,113,2019-02-27,90
2609,483,2019-03-20,65
2610,877,2024-10-09,85
2611,336,2021-11-18,15
2611,998,2021-10-21,40
2611,919,2017-05-14,70
2613,488,2023-06-13,20
2613,509,2024-10-07,5
2614,586,2025-08-19,25
2614,202,2025-08-23,15
2615,229,2025-08-11,50
2615,517,2025-07-10,35
2616,919,2025-05-13,70
2617,364,2023-11-06,15
2619,617,2022-04-19,85
2620,817,2022-01-31,80
2620,471,2023-03-23,80
2621,307,2023-04-05,65
2625,940,2020-11-08,5
2626,838,2025-06-19,95
2626,946,2025-04-28,90
2627,6,2018-10-31,20
2627,589,2020-11-09,35
2630,680,2025-07-28,10
2632,463,2025-02-25,85
2634,269,2019-12-23,45
2634,471,2021-08-19,80
2636,506,2024-09-29,30
2637,456,2019-09-11,10
2639,66,2022-09-10,45
2640,728,2024-07-07,10
2641,615,2024-03-04,90
2643,324,2022-07-14,95
2644,90,2017-05-07,65
2645,826,2025-04-29,85
2645,291,2023-08-20,50
2647,902,2022-10-24,55
2648,512,2024-02-29,20
2649,645,2020-06-12,55
2651,206,2022-04-21,45
2653,70,2018-08-24,100
2654,371,2020-07-31,40
2656,604,2021-12-15,95
2657,462,2025-05-21,60
2657,904,2025-07-15,95
2657,127,2025-01-14,80
2658,745,2025-06-18,75
2658,77,2025-08-13,35
2658,925,2025-06-16,50
2660,402,2025-08-16,60
2660,756,2025-03-27,95
2660,423,2023-07-16,30
2663,667,2024-07-30,85
2664,387,2025-08-19,15
2666,281,2020-07-04,70
2667,443,2020-01-31,55
2667,296,2019-02-22,75
2669,172,2017-07-11,20
2670,41,2022-11-23,40
2671,21,2021-07-10,55
2671,811,2021-08-04,75
2675,832,2024-05-26,45
2675,409,2025-07-08,100
2675,886,2025-05-05,15
2678,792,2024-06-21,95
2679,46,2025-07-18,85
2681,57,2023-01-18,80
2682,651,2025-04-30,30
2682,446,2025-07-19,10
2683,976,2018-06-11,95
2683,171,2022-07-16,75
2683,930,2023-07-26,15
2684,835,2021-10-01,10
2687,643,2016-10-17,60
2687,930,2018-01-18,45
2688,620,2022-06-15,25
2688,954,2024-08-29,90
2689,693,2024-04-18,15
2691,520,2024-03-15,20
2692,203,2025-06-18,45
2692,111,2025-07-08,5
2693,882,2016-12-07,85
2694,887,2024-05-11,15
2694,424,2024-08-22,60
2695,294,2023-07-27,90
2695,814,2023-03-04,75
2695,442,2023-05-17,15
2696,134,2018-10-08,5
2698,937,2017-01-24,80
2698,181,2021-07-08,70
2698,674,2017-10-20,70
2700,469,2024-07-25,15
2702,615,2023-01-13,80
2702,973,2025-08-07,5
2704,534,2021-01-18,55
2704,905,2023-07-08,85
2708,128,2022-07-05,10
2709,592,2017-10-17,40
2709,952,2025-03-31,40
2711,909,2024-03-18,65
2712,440,2022-06-02,15
2712,390,2023-09-09,35
2713,893,2024-05-03,10
2714,461,2024-09-19,20
2715,960,2025-07-20,45
2715,593,2022-03-03,45
2715,762,2025-03-04,45
2716,43,2024-06-25,80
2718,186,2025-08-03,70
2719,183,2024-12-28,35
2719,740,2025-05-10,85
2721,267,2022-07-03,65
2722,475,2021-07-14,35
2723,905,2023-06-19,80
2723,623,2021-10-03,70
2723,551,2021-11-29,70
2725,280,2022-04-19,90
2726,227,2024-05-26,15
2727,68,2018-07-10,95
2728,419,2020-06-19,95
2728,730,2024-12-08,95
2730,319,2024-12-16,55
2732,429,2023-11-07,75
2732,239,2025-07-27,20
2733,895,2023-12-11,10
2736,552,2024-06-15,5
2737,952,2022-02-15,45
2738,640,2021-07-26,25
2738,479,2023-11-02,55
2738,82,2021-12-18,95
2739,113,2025-08-20,40
2739,490,2025-08-07,70
2739,237,2025-08-20,75
2740,732,2024-09-13,70
2740,269,2025-03-03,30
2741,585,2024-10-08,90
2742,687,2016-04-09,95
2743,91,2025-08-09,30
2743,723,2025-06-29,95
2744,396,2025-05-19,65
2745,212,2024-08-26,40
2745,244,2023-04-22,5
2747,633,2024-06-15,60
2748,309,2025-05-08,75
2750,543,2022-11-17,60
2750,849,2018-10-23,20
2751,183,2025-01-05,15
2751,669,2024-05-31,85
2755,52,2020-01-05,55
2755,180,2018-03-16,80
2756,51,2020-03-19,30
2758,873,2019-03-29,55
2759,509,2020-09-06,55
2759,260,2021-09-13,5
2760,636,2024-12-15,20
2761,612,2025-03-27,90
2761,955,2025-06-30,10
2762,950,2025-01-11,45
2762,142,2024-05-30,55
2763,976,2025-07-18,80
2764,903,2018-04-29,55
2764,836,2021-01-28,50
2764,636,2023-07-10,65
2767,831,2025-04-28,95
2768,161,2023-07-08,10
2769,984,2025-05-09,90
2770,269,2022-10-31,40
2770,792,2025-08-20,35
2771,426,2024-11-14,60
2772,953,2023-11-11,85
2773,498,2021-05-18,55
2774,811,2020-12-12,20
2776,866,2021-07-05,5
2777,844,2025-07-23,50
2777,613,2022-12-23,55
2781,68,2023-02-17,20
2782,181,2023-06-15,80
2782,500,2024-10-05,35
2783,906,2018-08-25,25
2784,410,2020-04-11,5
2784,868,2023-11-03,70
2785,752,2025-07-26,10
2785,353,2020-03-16,100
2786,541,2022-04-08,75
2786,337,2019-05-17,5
2786,718,2025-08-14,10
2788,209,2020-09-09,15
2788,782,2020-09-07,35
2790,870,2022-07-21,60
2791,372,2022-05-25,20
2792,760,2020-04-19,40
2792,144,2022-03-19,90
2793,233,2024-03-09,5
2793,496,2023-06-09,45
2794,600,2025-01-12,70
2795,453,2025-06-14,50
2795,322,2025-01-17,80
2796,947,2022-06-16,50
2796,442,2018-03-20,55
2797,881,2023-12-10,70
2798,111,2016-07-31,80
2798,104,2016-06-16,20
2799,81,2024-05-05,100
2800,511,2023-10-10,65
2801,369,2023-11-12,60
2802,285,2020-09-11,25
2802,545,2022-04-29,50
2805,681,2016-05-13,85
2805,920,2024-04-09,75
2806,299,2022-01-05,25
2807,610,2020-03-09,50
2808,96,2025-07-22,55
2809,543,2019-07-23,20
2809,277,2020-06-17,60
2813,939,2020-08-22,55
2816,925,2021-11-27,40
2817,997,2024-09-13,80
2818,59,2021-07-11,80
2818,844,2021-08-17,15
2819,217,2025-06-20,100
2819,982,2025-08-02,60
2820,815,2016-06-08,45
2820,969,2021-09-24,25
2821,820,2022-07-05,20
2821,355,2024-10-01,75
2822,294,2019-07-28,90
2823,125,2022-09-12,60
2825,540,2023-03-08,80
2827,786,2021-11-06,5
2827,254,2024-09-17,80
2827,509,2017-02-04,10
2828,526,2025-06-14,35
2831,289,2024-02-01,75
2832,155,2025-07-04,40
2832,53,2025-07-11,85
2832,764,2025-08-22,30
2833,629,2017-09-18,20
2834,689,2025-07-03,30
2835,639,2022-07-27,30
2838,24,2025-05-15,95
2842,969,2024-06-24,5
2843,381,2025-01-23,25
